date,Content,Likes,Retweet
2022-11-12 16:10:11+00:00,"A pleasure to meet you, Consul-General @achimfabig — &amp; especially your precociously bright son!",230,26
2022-11-12 15:28:06+00:00,"An excellent discussion at ⁦@tatalitlive⁩ today with ⁦@Raghav_Bahl⁩ on my biography #AmbedkatALife, published by ⁦@AlephBookCo⁩. In his enthusiasm to hold up the book while reading it, Raghav made it look like Dr Ambedkar launched his own bio! https://t.co/DoqbETkE4D",208,31
2022-11-12 15:24:41+00:00,Delighted to receive a copy of “Cricket Kathas” by MaheshKutty. Looking forward to reading it. https://t.co/0r32ICleD0,328,29
2022-11-12 15:23:23+00:00,"A lively debate at @tatalitlive, where ⁦@AnirudhSuri⁩ &amp; I manfully (but unsuccessfully) defended the proposition that “Social Media Strengthens Democracy” in the face of an onslaught by ⁦@JhaSanjay⁩ &amp; AntoinetteLatouf. A lot of fun was had by all! https://t.co/XCndGmYt9U",153,25
2022-11-12 15:17:42+00:00,"At ⁦@KitabKhanaBooks⁩, Mumbai’s legendary bookstore, now restored after an all-consuming fire, where I signed over a hundred books for patient and devoted readers (&amp; gave nearly as many selfies) https://t.co/gijcUC42Dy",396,30
2022-11-12 15:15:25+00:00,A constructive discussion on the problems of coastal erosion with community leaders of the Vettucaud parish led by Father George Gomez https://t.co/ZksVQ6se7O,307,27
2022-11-12 15:13:39+00:00,Began yesterday morning with a memorable visit to the Lutheran Church in Thiruvananthapuram &amp; a  warm meeting with its recently elected Governing Body https://t.co/tiAXieKMZ3,308,34
2022-11-12 15:11:14+00:00,"Courageous doctor Kafeel Khan is on a short list of three for the Best Non-Fiction Book of the year for his searing memoir, “The Gorakhpur Hospital Tragedy” https://t.co/g3sqvmvAX4",4402,390
2022-11-12 15:08:32+00:00,Surrounded by books in Mumbai! Enjoyable stint at ⁦@tatalitlive⁩ yesterday evening &amp; this morning https://t.co/cGDsCdzx1W,6133,275
2022-11-12 13:02:34+00:00,My @profcong colleague @manishKhanduri1 has been part of the #BharatJodoYatra from the start &amp; has been chronicling it daily with passion &amp; flair. I urge all interested to follow the progress of the Yatra through his compelling diary on https://t.co/kIckYdmajb @INCIndia,290,87
2022-11-11 18:51:53+00:00,"Lovely birthday tribute for @IamSanjuSamson by his wife Charu. Have a really special birthday, Sanju — &amp; many happy returns of the day! https://t.co/SmKM4wNF4c",5351,448
2022-11-11 09:54:30+00:00,"A superb piece that should make every Indian think about what we have become: “Why, as a Kashmiri Muslim, I am happy there is no India-Pakistan T20 final”
https://t.co/qJvaV3Hg0y",606,86
2022-11-11 09:53:30+00:00,"Superb analysis by Mukul Kesavan of India’s #T20WorldCup2022 debacle, with which it’s hard to disagree: https://t.co/K9ZfNwJ2bG",514,73
2022-11-11 09:52:02+00:00,"This letter should be read by all parents on the occasion of #NationalEducationDay, marking the birth anniversary of Maulana Abul Kalam Azad (India’s first Minister of Education, 1947 to 1958). We overemphasise exams in India. Let’s stop judging our kids by exam marks alone! https://t.co/omlIaGJQtS",5131,1069
2022-11-11 07:05:01+00:00,"I have repeatedly raised the issue in Parliament as well: https://t.co/51gdEGpkIG

What will it take for the government to find the necessary resources to save our coastline, protect indian territory from sea inundation &amp; help our fishermen ?",95,16
2022-11-11 07:03:40+00:00,This issue had prompted my appeal to @PMOIndia which is so far unanswered. https://t.co/gVzurvhVW1,124,17
2022-11-11 07:02:54+00:00,"Visited the coastal area near Vettucaud to meet with representatives of the local fishing community &amp; the parish priest, Father George Gomez. Inspected current efforts to shore up the coastline through a modest stone wall on the beach. https://t.co/T5EBNClX6i",481,34
2022-11-10 16:22:05+00:00,"Met Kerala’s #1 Blind Chess player Mohammed Salih. Dismayed by the lack of support from Kerala Govt. Other state governments give awards, grants &amp; jobs to their blind chess champs but Kerala has been unresponsive to his requests for help. I will take it up w/ ⁦@CMOKerala⁩ https://t.co/eFu9qCu6zQ",314,42
2022-11-10 16:11:55+00:00,Such sessions offer exposure to a wide range of people as well as the problems and challenges they confront in their lives that they hope their MP can help them surmount. https://t.co/hnIavhaRXw,156,20
2022-11-10 16:06:16+00:00,"Received a hundred visitors at the MP office this evening with a wide range of issues &amp; interests, as well as requests for action. One of the great joys of being a LokSabha MP is the connection to people &amp; their real problems, rather than understanding policy only in documents. https://t.co/de45Bx2DRB",709,51
2022-11-10 15:58:06+00:00,Addressed a memorial meeting on the second anniversary of the premature passing of our @incKerala colleague Ulloor Santhosh. Joined his sister &amp; family on the occasion in distributing charitable donations to the deserving poor in his name. https://t.co/SB1SUES7s2,187,26
2022-11-10 15:53:11+00:00,"Always terrific to be with kids, whether after decorously interviewing me on life lessons or raucously celebrating a trophy! https://t.co/Us5aK07R58",350,32
2022-11-10 15:48:24+00:00,"Addressed the Prize Distribution ceremony of the Bharat Sahodaya Kalotsav, which brought students from 40 schools in three districts of south Kerala to Bright SecondarySchool, Thiruvananthapuram, for three days of extra-curricular competition in 114 events, from singing to mime https://t.co/SSbcZ20t5m",165,21
2022-11-10 15:37:49+00:00,Inaugurated a dharna by CRPF &amp; BSF pensioners today against the deficiencies &amp; failures of the Central Govt Health Scheme in Kerala. People who have risked their lives for the nation (&amp;contributed regularly to the CGHS scheme) deserve better. https://t.co/fx4cjuWO2m,235,46
2022-11-10 15:30:52+00:00,"Touching to be honoured by the principals when it is I who should be honouring them for their contributions to educating the next generation. Amusing also to find Principals, held in awe by their students, proving to be just as insistent &amp; demanding of selfies as teenagers!! https://t.co/F9OPUbDDAH",310,37
2022-11-10 15:26:02+00:00,"Addressed the 65th annual conference of Principals of Schools following the ICSE/ISC system. Amazing to have a rapt audience of 2500 school heads asking questions about education! Happy Thiruvananthapuram is hosting this prestigious event,which I last addressed in Jaipur in 2017. https://t.co/m6ThZZUbHx",170,35
2022-11-10 15:17:31+00:00,"Responded to media queries on contemporary events, ranging from the unfortunate spat between the ⁦@KeralaGovernor⁩ &amp; ⁦@CMOKerala⁩ to the Thiruvananthapuram Mayor seeking to fill job vacancies from a CPIM party list. Occasionally good to be a commentator, not a target! https://t.co/2LcomawMvs",183,30
2022-11-10 15:14:12+00:00,"Honoured 25 senior members of the Muslim Association yesterday for their remarkable contributions to society, with the traditional draping of a shawl and the award of a memento https://t.co/m9W4BluZcA",246,32
2022-11-10 15:11:23+00:00,"Addressed the 65th anniversary celebrations of the Muslim Association of Thiruvananthapuram, which performs remarkable social service &amp; charitable work &amp; has also become a formidable force in education, running seven institutions including an engineering college &amp; a polytechnic https://t.co/TH3x4u7wy7",177,25
2022-11-10 15:04:37+00:00,"Thanks also to ⁦@KSSabari1983⁩, who made the challenging transition from being a private sector techie for Tata’s to claiming the political legacy of his distinguished late father G.Karthikeyan. Happy to fight together for a brighter future for Kerala’s youth https://t.co/BHvCEpr6tj",248,31
2022-11-10 15:00:17+00:00,"My thanks to my Lok Sabha colleague ⁦@mkraghavaninc⁩, an early &amp; prominent supporter who continues to advise &amp; guide me as we seek to revive ⁦@INCKerala⁩’s spirits https://t.co/L8M9Kf4Cat",417,43
2022-11-10 14:56:46+00:00,At Thiruvananthapuram airport yesterday. Just a terrific demonstration of solidarity by party colleagues of ⁦@INCKerala⁩ https://t.co/XWA2c75Rjy,805,56
2022-11-10 12:41:01+00:00,"For those who couldn’t penetrate ⁦@the_hindu⁩ ‘s paywall, here’s my article on the vexed question of how to determine who deserves reservation benefits in our complex society, &amp;the issues raised by a neglected SC judgement of 2015: https://t.co/K70oFIwmjR",524,86
2022-11-10 10:58:57+00:00,"I don’t mind India losing: victory &amp; defeat are part of sports. But I do mind India not showing up today. 
#T20WorldCup",51857,3616
2022-11-10 08:32:17+00:00,"Touched by the warm &amp;rousing welcome I received from @inckerala workers on arriving in Thiruvananthapuram yesterday morning. The enthusiasm of young Congress folks, booth/mandalam/block Presidents &amp; regular colleagues was overwhelming. I am proud to been their representative. https://t.co/XxVqUnRFWr",967,89
2022-11-10 04:52:24+00:00,"We have been pushing the need for an actionable Clean Air Plan with annual roundtables in Delhi for the last six years under @AirQualityAsia. Got GoI, MPs, NGOs &amp; experts involved. Glad to see awareness has increased but action is still woefully deficient. #AirPollution",388,68
2022-11-09 07:57:33+00:00,"Prof C.RajKumar has written an engaging, agenda-setting article in today’s @IndianExpress outlining some of the critical issues facing the judiciary as the 50th Chief Justice of India, Hon’ble Justice D.Y. Chandrachud, assumes office today. 
https://t.co/EzCJAmlcyE",265,40
2022-11-09 07:35:51+00:00,"Here is the full interview with  @IndiaToday, from which a distorted out-of-context quote is doing the rounds.",159,33
2022-11-08 08:03:13+00:00,"Thnks for a thoughtful review of #AmbedkarALife, @RishiRaj159.
 @AlephBookCo",144,31
2022-11-08 07:21:56+00:00,"@dj_sky . No, the kid never got the photo. But the letter was found among Marilyn's private papers upun her death and auctioned in 2016.",21,1
2022-11-08 06:18:47+00:00,Deeply sad. All Congress persons would wish to extend heartfelt condolences to his family and loves ones. Om Shanti.,2242,266
2022-11-08 03:31:54+00:00,"Satguru Nanak pargateya
Mithi dhund jag chanan hoya
Jio kar suraj nikaliya
taare chape andher paloaa…..

#GuruNanakJayanti https://t.co/hSbvk6PIzG",1006,87
2022-11-07 09:28:37+00:00,Part Two of my two-part column for ⁦@mathrubhumieng⁩ on the role &amp; constitutional position of Governors in our federal system: https://t.co/OlbzJNu1sk https://t.co/vtQbvEn4Nx,262,42
2022-11-07 05:09:38+00:00,"Disgraceful that Thiruvananthapuram's CPI(M) Mayor AryaRajendran has been exposed asking her PartySecretary for names to fill vacancies in city government. At a time when India's(&amp;Kerala's) youth are reeling from record levels of unemployment, this is a betrayal. She must resign!",3301,481
2022-11-06 19:42:31+00:00,My latest column in @TheWeekLive examines the rise of strongmen around the world &amp; asks whether recent election results might portend a reversal of a trend favouring elected autocrats: https://t.co/82HQUj9BpV,304,63
2022-11-06 14:27:13+00:00,"@D140910 . Did it once &amp; would not recommend it again. My advice: Read for pleasure, not to fulfil a quota or to meet a deadline!",251,12
2022-11-06 08:29:22+00:00,"Sunday delight: One of the most unusual letters I have ever come across from a famous author is this masterpiece from John Steinbeck to the immortal Marilyn Monroe. Every line, sentiment &amp; detail is worth savouring! https://t.co/War9zqDppf",4473,614
2022-11-06 08:11:58+00:00,"Belated birthday wishes to a true patron of arts &amp; literature, @sundeepbhutoria! Privileged to know you as a friend &amp; well-wisher. May you thrive &amp; flourish for a very long time indeed, Sundeep! @FoundationPK https://t.co/ZhSQEdNcVI",152,30
2022-11-06 05:59:53+00:00,"KaranThapar’s column on my book #Ambedkar focuses on just aspect, but it’s an important one: the BJP’s appropriation of someone they can’t possibly agree with!: https://t.co/SYm5hOstse",504,68
2022-11-04 06:09:47+00:00,Strong statement by the ⁦@IndEditorsGuild⁩ says all the right things — stands by ⁦@svaradarajan &amp; @mkvenu1⁩ while acknowledging ⁦@thewire_in ⁩’s own error. The retaliation by the authorities is disproportionate&amp;threatens press freedom. Courts should resolve asap https://t.co/0Vjab6Xtud,1141,245
2022-11-04 05:06:46+00:00,With India’s intrepid National CyberSecurity Coordinator LtGen Rajesh Pant. Our nation’s cyber security challenges are increasingly global ones. A willingness to confront them strategically &amp; to promote international cooperation in doing so is vital. https://t.co/4L6OCTkChq,599,35
2022-11-04 05:06:27+00:00,Enjoyed a stimulating interaction on contemporary India with some 35 policy wonks assembled by the @carnegieEndowment for International Peace. Ashley Tellis chaired the discussion (on both domestic issues and foreign policy) with aplomb. https://t.co/HiShc20LQV,488,41
2022-11-03 15:22:44+00:00,“Yeh Dil Mange More!” @RahulGandhi @INCIndia https://t.co/jzgWCK9qcy,31373,3363
2022-11-03 02:00:13+00:00,"A great talent is extinguished. Sad to learn that T.P. Rajeevan, poet, writer, &amp; scholar, died early this morning. He was an early admirer of my work; my regard for his was equally high. When I first contested in 2009 he organised a group of writers&amp;intellectuals to support me.🙏",406,40
2022-11-03 00:05:40+00:00,"Hope you had a very happy birthday, @iamsrk !",4969,525
2022-11-02 15:53:42+00:00,"एक प्रज्वलित युग का अंत हो गया। किसी भी अहंकार घमण्ड से दूर,सरलता,सादगी,ममता व मानवता से भरपूर व्यक्तित्व सदैव याद रहेगा। महीला सशक्तिकरण को चरितार्थ करने वाली इस अदम्य शक्ति की महान आत्मा को कोटि कोटि वंदन... ॐ शांति!
https://t.co/t2dk2lmPbT",530,85
2022-11-02 00:36:52+00:00,"""How would British Indians feel if the govt said it prioritised white Christians over them? What if the Conservative Party did not field any Hindu councillors or MPs? There are ten times as many Muslims in India as there are Hindus in UK"". ~ @sunnyhundal on BJP hypocrisy",4604,770
2022-11-01 22:09:20+00:00,"As I catch up gradually with a life that was in suspended animation for the @INCIndia election, I'm releasing tweets i meant to issue earlier! Here's the good news of a new Malayalam edition of Tagore's Gitanjali, translated by M. Balachandran: https://t.co/u0J4ra6cto",718,56
2022-11-01 14:04:14+00:00,"The UK's Indian Students Assn (@NISAU_UK) will honour Indians who have studied in the UK &amp;made contributions to society. As Patron of @NISAU_UK, I invite students &amp;alumni to apply on https://t.co/rznvQCelNt by 10 Nov. Best wishes to @arora_sanam &amp;honorees! #IndiaAt75 
#75at75 https://t.co/xqgcHwyfl7",226,48
2022-11-01 01:30:00+00:00,#KeralaPiravi Wishing all Keralites joy on the occasion of the 66th Foundation Day of our state! https://t.co/yfyiCK1xvl,1194,84
2022-10-31 23:47:57+00:00,"मैं मोरबी हादसे का दुखद समाचार सुनकर गहरा दुख हुआ. मैं इस त्रासदी के पीड़ितों के परिवारों के प्रति अपनी गहरी संवेदना व्यक्त करना चाहता हूं. #MorbiBridgeCollapse 
सरकार को इस तरह की त्रासदियों की पुनरावृत्ति न हो, यह सुनिश्चित करने के लिए त्वरित कार्रवाई करनी चाहिए।",474,83
2022-10-31 23:28:39+00:00,🙏dhanyavaad @_rajkumarPandit ji,147,21
2022-10-31 19:02:48+00:00,"I agree w/ @tunkuv that the persecution of his brother @svaradarajan is unwarranted &amp; has more to do with his fierce criticism of the government on a variety of issues than with any misdemeanour. Unless this kind of behaviour ceases, India will continue to get a bad name globally",875,231
2022-10-31 16:46:00+00:00,". I was revolted to see the attacks on @poonamkaurlal, whom I know as a sincere &amp; dedicated activist for the handloom industry &amp; the rights of weavers, by the right-wing trolling ecosystem. When will BJP supporters learn to respect women, their choices &amp; their dignity?",880,157
2022-10-31 12:33:56+00:00,This is a hugely important thread with incident upon incident listed. Shame on all of us that we let this go on! #MorbiBridgeCollapse,1864,426
2022-10-31 11:56:53+00:00,@SachinSaurav_10 @szhang_ds . Not true. Most Chairpersons serve the entire duration of five years of a Parliament. Again it is the government that decides which party should be allocated which Committee Chairmanship. Almost all other members of the IT Committee who served with me are continuing.,2,0
2022-10-31 11:53:38+00:00,"I am sorry @szhang_ds, in our parliamentary system only the Speaker can approve the names of those invited to testify before Parliamentary Committees. Committee Chairpersons have no authority to bring aanyone before any Parliamentary Stnading Cmt without his explicit approval.",287,31
2022-10-31 11:02:01+00:00,Glad to see a new airline debuting in @TRV_Airport_Off -- We need to significantly enhance domestic connectivity as well to fulfil the enormous potential of our city!,186,32
2022-10-31 01:48:39+00:00,The @columbia event was well attended by a large number of intellectual &amp; policy heavyweights assembled by former Niti Aayog chief Prof Arvind Panagariya. Pleasure to speak under his able stewardship. Here four Stephanians of the 1972/73 vintage linked up on the occasion. https://t.co/l8agRGvOux,402,36
2022-10-31 01:44:36+00:00,"Enjoyed a lively discussion on India’s Engagement w/the World with AshleyTellis &amp; @swapan55 at @Columbia’s  India@75 Conference on Saturday. Swapan remarked that this year marked a half century of our sparring partnership, which began at St Stephen’s in 1972. It’s more civil now! https://t.co/3oqJvagPwj",574,45
2022-10-31 01:39:33+00:00,Wishing my much respected senior colleague Shri @Oommen_Chandy ji a wonderful 79th birthday on October 31 — a birth date he shares with the immortal Sardar Vallabhbhai Patel https://t.co/5FxjuZoWTE,1070,62
2022-10-30 22:39:39+00:00,https://t.co/9FwHPwUgEp,4908,329
2022-10-29 01:50:21+00:00,"At the opening of ⁦@Columbia⁩’s #India@75 conference, with our Ambassador in Washington ⁦@SandhuTaranjitS⁩, investors Narendra&amp; Rajiv Sobti &amp; ⁦@paragsaxena_⁩  . Also separately w/ Ambassador Donald Liu, US AsstSecy of State, &amp; Prof ⁦JagdishBhagwati. 👍🇮🇳🙏 https://t.co/4j7fyvlaEU",685,64
2022-10-28 23:50:29+00:00,“Reflections on Bestu Varas: Gandhi and His Values Are Now Unwanted in Gujarat”. Excellent piece by ⁦@MehulDevkala⁩ that I meant to tweet days ago &amp; is well worth reading even a week after Diwali https://t.co/tOqfgexuU5,705,137
2022-10-28 13:22:31+00:00,"""Hero-worship is a hard fact in India’s political life. We have arrived at a stage when alongside  notice boards saying 'beware of pickpockets' we need to have notice boards saying 'beware of Great Men’. Everywhere, memorials to GreatMen; everywhere, wretchedness."" ~Dr BRAmbedkar",6396,799
2022-10-28 13:21:27+00:00,"My @ManoramaDaily column attacks quality deficiencies &amp; regulatory failings in the pharmaceutical industry, laid bare by the tragedy in the Gambia that took 66 children's lives, &amp;quotes findings in a new book,‘The Truth Pill' by @d_s_thakur &amp; @PReddy85: https://t.co/sxHzXpGyUX",313,76
2022-10-28 11:46:47+00:00,"For first time, NewZealand's women lawmakers outnumber men in parliament:
https://t.co/mVteHXuXWl
Rwanda &amp; Sweden are in the same league. And yet our BJP government won’t even bring the Women’s Reservation Bill (which UPA got the RajyaSabha to pass) to the LokSabha for debate!",1354,191
2022-10-27 08:09:31+00:00,"Shocked to learn of the demise of my @INCKerala colleague Satheeshan Pacheni at the age of 54: https://t.co/4LnSHCiRqF
My profound condolences to his grieving family, colleagues &amp; friends. Om Shanti.",497,71
2022-10-26 19:02:12+00:00,"My interview with Karan Thapar on Dr #Ambedkar exposes the enormous gap between what the BJP government believe, say &amp; do and Dr Ambedkar’s known positions &amp; statements, revealing BJP's hypocrisy &amp; insincerity when they seek to appropriate his legacy: https://t.co/5e6djGHnx9",889,149
2022-10-26 07:29:55+00:00,https://t.co/b5eAmonJ34,1120,65
2022-10-26 07:29:35+00:00,"सूरज की किरणें, खुशियों की बहार,
चांद की चांदनी, अपनों का प्यार,
बधाई हो आपको, भैया दूज का त्योहार।
सारे भाईयों को मेरे तरफ़ से #HappyBhaiDooj https://t.co/xDiMw6opUd",619,48
2022-10-26 07:19:08+00:00,आज @DainikBhaskar में: @rishiSunak की अद्भुत  कहानी https://t.co/vh0Fv0JX7j,721,106
2022-10-26 07:14:34+00:00,"My responses to @ANI on the @RishiSunak Prime Ministership, in full (truncated bits have appeared on various channels): https://t.co/TMKG7WcDxX",277,40
2022-10-26 07:10:28+00:00,"Shraddhanjali to Shri A Charles, former MP for Thiruvananthapuram, on the eighth anniversary of his passing.🙏",445,48
2022-10-26 06:53:35+00:00,Gathered for a brief chat after @kharge ji sat In his new office for a symbolic moment. Pledged him my full support &amp; cooperation in taking @incIndia forward. #NewCongressPresident https://t.co/YSMoQmxfWa,16858,1599
2022-10-26 05:52:13+00:00,"સાલ મુબારક!
બેસતું વર્ષ તમને અને તમારા પરિવાર માટે સુખ સમૃદ્ધિ,આનંદમય અને
શાંતિપૂર્વક જાય એવી નવા વર્ષની શુભેચ્છા !! #gujaratiNewYear",3012,247
2022-10-26 05:32:53+00:00,"Warmest congratulations to Shri Mallikarjun @kharge ji on his official assumption of the duties of @INCIndia president, and best wishes for his success. *LIVE* I am at AICC Headquarters, 24 Akbar Road, New Delhi.
https://t.co/eu4PNWqlir https://t.co/aO9NSxgkkY",3973,340
2022-10-26 04:35:33+00:00,(Malayalam) My piece in @mathrubhumi today on the ascent of @RishiSunak : https://t.co/pQWSXNE0HF,250,32
2022-10-25 18:26:00+00:00,"An excellent discussion on Dr #Ambedkar &amp; my recent biography of him, with Utkarsh Amitabh of @netcapglobal:  

https://t.co/8aQkdqi3os",309,44
2022-10-25 17:08:42+00:00,"The one ""straight""interview on the subject of @RishiSunak's ascent, without contamination by assorted political red herrings. Thanks @parikshitl for a good conversation",326,55
2022-10-25 13:05:01+00:00,My take in @TheQuint today on what @RishiSunak's ascent to the Prime MInistership of the UK says about Britain and the lessons it might suggest for us: https://t.co/TW68YOmzHE,1215,192
2022-10-25 12:52:00+00:00,"As South Asian readers celebrate @ShehanKaru's award by @TheBookerPrizes, a Sri Lankan writer recalls my conversation with him on is earlier novel #Chinaman: https://t.co/vKBDY9euj4",125,33
2022-10-25 11:07:18+00:00,"In the busy-ness of Diwali i forgot #InternationalDiplomatsDay . Belated good wishes to our diplomats on the front lines across the globe, carrying India's message to the world. @AmbassadorAbhay",303,43
2022-10-25 07:11:50+00:00,लगान से लगाम तक। सिर्फ 75 साल में। जय हिंद ! 🙏 https://t.co/11hGcRnMJI,52057,4196
2022-10-24 16:55:25+00:00,That was at the end of Voting Day in the @incIndia presidential elections! Delighted to launch yet another highly readable work by Thiruvananthapuram’s favourite author @khyru !!,804,68
2022-10-24 12:49:30+00:00,"If this does happen, I think all of us will have to acknowledge that theBrits have done something very rare in the world,to place a member of a visible minority in the most powerful office. As we Indians celebrate the ascent of @RishiSunak, let's honestly ask: can it happen here?",21055,2813
2022-10-24 11:43:06+00:00,बहुत शुक्रिया @jameelsjam। शुभ दीपावली !,664,52
2022-10-24 06:15:39+00:00,"@perthinent Thanks for coming to the rescue, @perthinent, but it was, alas, a typo!",2487,71
2022-10-24 01:21:00+00:00,https://t.co/5bAghrU44G,4004,248
2022-10-23 15:16:14+00:00,"This year each of us was alone with our memories.  We will always remember a great soul, Chandran Tharoor",979,60
2022-10-23 12:04:26+00:00,And this man is both genius &amp; authetic hero! Utterly awesome @imVkohli https://t.co/wRftfsrzf0,5854,313
2022-10-23 12:02:52+00:00,After addressing a conference of Catholic universities in Goa this morning I declined the scheduled flight which would have meant missing the #indvspakmatch entirely. Even though the next flight is only at 9.55pm I was thrilled to see one of the great matches of this tournament https://t.co/PBlIcVOxJt,19395,846
2022-10-23 11:18:50+00:00,My latest column in @mathrubhumieng is on Dr Ambedkar’s life and legacy: https://t.co/ev1Tv4RR4Q,300,46
2022-10-23 02:15:34+00:00,"Historic day for India &amp; ⁦@isro⁩ &amp; I’m not talking about Indo-Pak cricket! Heaviest-ever Indian rocket put 36 satellites into orbit with heaviest ever payload of 6 metric tonnes..
Successfully positioned these satellites in space. Our rocket scientists continue to amaze! https://t.co/GhNF4VH8FO",17840,1776
2022-10-22 16:08:48+00:00,"सिर्फ़ भाषण हैं मेरे सब वादे 
जीत कर सब मैं भूल जाता हूँ

#रोज़गार_मेला https://t.co/vnkCyqcUZg",5923,1035
2022-10-22 15:54:46+00:00,Wishing @AmitShah ji a belated happy birthday today. He was gracious enough to wish me on mine &amp; I am happy to reciprocate. Wishing him good health and vigour in the service of the nation.,11313,434
2022-10-22 02:34:56+00:00,"Pleased to receive a farewell visit from Colombian Ambassador Mariana Pacheco, who has been a great friend of India. But sorry to see her go. She felt in all conscience that she could not serve the new government in her country&amp;resigned. Such integrity is rare in diplomatic life! https://t.co/gKCilxWPZn",4177,249
2022-10-22 02:21:08+00:00,"May Lord Dhanvantri ji, Goddess Laxmi, and Lord Kuber enrich your life with good health, wealth, and happiness. Happy #Dhanteras! https://t.co/GcVvJO2ni9",2251,182
2022-10-21 13:44:33+00:00,My column in @ManoramaDaily in Malayalam today was on the @INCIndia presidential election. Here it is in English: https://t.co/kX9sXOzuKq,2159,245
2022-10-21 06:22:25+00:00,🙏,831,61
2022-10-21 05:20:59+00:00,"Today is #PoliceCommemorationDay. We too often take them from granted, but they keep our society together. Let us bow our heads in reverence to those policemen &amp; women who laid down their lives in the service of our nation. 🇮🇳 Jai Hind! https://t.co/csJdEqNsY7",1889,148
2022-10-20 18:18:31+00:00,@FAISALmouthshut It is entirely unintentional and inadvertent. I think the designer went state by state &amp; overlooked Urdu. شکریہ,33,7
2022-10-20 07:23:36+00:00,Thanks for all the research you did @katie_abraham! Could not have written the book without your diligence &amp; invaluable help.,654,46
2022-10-19 14:54:03+00:00,"The ultimate winner! ⁦@INCIndia⁩ 
#ThinkTomorrowThinkCongress https://t.co/qFsFG1FXPi",27985,3031
2022-10-19 11:40:12+00:00,"""उधर भी अपने ही थे, सब के सब
इधर भी अपने थे, सारे के सारे
तुम जो जीते तो भला क्या जीते?
 हम जो हारे तो भला क्या हारे?""
कांग्रेस परिवार की जीत पर सबको बधाई। जय कांग्रेस! @INCIndia https://t.co/lNi4emFJnD",54284,6839
2022-10-19 10:44:39+00:00,"""The work of an intellectual is to re-examine evidence and assumptions, to shake up habitual ways of working and thinking, to dissipate conventional familiarities, to re-evaluate rules and institutions and to participate in the formation of a political will."" ~ Michel Foucault",4249,403
2022-10-19 10:42:24+00:00,"“If you are irritated by every rub, how will your mirror be polished?”
― Rumi",25647,2009
2022-10-19 10:39:40+00:00,🙏,2647,136
2022-10-19 10:28:51+00:00,"मित्रों, @INCIndia का अध्यक्ष बनना बहुत सम्मान और जिम्मेदारी की बात है। इस  कार्य में  @Kharge जी की सफलता की कामना करता हूं। 
1072 सहयोगियों का समर्थन प्राप्त करना एवं भारत भर में कांग्रेस के इतने शुभचिंतकों की आशाओं व आकांक्षाओं को आगे बढ़ाना मेरे लिए सौभाग्य की बात थी। 
🙏 https://t.co/JDCTwbvAdS",4787,499
2022-10-19 09:02:24+00:00,Called on our new President-elect Mallikarjun @kharge to congratulate him &amp; offer him my full co-operation. @incIndia has been strengthened by our contest. https://t.co/fwfk41T93q,25209,2672
2022-10-19 08:07:45+00:00,"It is a great honour &amp; a huge responsibility to be President of @INCIndia &amp;I wish @Kharge ji all success in that task. It was a privilege to have received the support of over a thousand colleagues,&amp; to carry the hopes&amp; aspirations of so many well-wishers of Congress across India. https://t.co/NistXfQGN1",20489,2382
2022-10-19 07:35:50+00:00,"It was unfortunate that a strictly internal letter to the CEA was leaked to the media. I hope this clarification by @SalmanSoz ends an unnecessary controversy. This election was meant to strengthen @INCIndia, not to divide it. Let's move on.",2658,330
2022-10-19 05:03:13+00:00,"As the counting begins in @INCIndia presidential elections, a big “thank you” from me to who all who contributed to making this historic event a landmark in the evolution of our politics. 🙏
#ThinkTomorrowThinkTharoor  #ChooseChangeChooseCongress https://t.co/ABfLgVxNRV",14694,1046
2022-10-18 12:32:13+00:00,"In Patna, homage &amp; pranaams to the immortals: Rajendra Babu, Mahatma Gandhi, Nehruji &amp; Indiraji https://t.co/D6x7LV1R61",4641,281
2022-10-18 12:30:57+00:00,"Letter received from Jalaj Chaturvedi, Mathematics teacher in Dhaka, Bangladesh: ""I believe that Mathematics should be taught beyond numbers. In Mathematical Modelling in grade 12, we explored that your hair line is a good quartic fit. Kindly see below &amp; feel free to use it.""😃👋 https://t.co/1YoIiGZEg2",7734,508
2022-10-17 15:52:22+00:00,"From a student: https://t.co/0RQOdKEhYi Pls share this post. All we need is your support to win!!  #Teamstreaks#AyurTouch

We are in top 7 and already in second round of the contest. Pls show your love and support through likes, shares  and comments.",259,55
2022-10-17 11:53:47+00:00,"My thanks to all the @INCIndia colleagues, workers, delegates across the country who had the courage to participate, to campaign, to dream &amp; to vote today -- whatever the result of this election, it is a victory for YOU! Jai Hind, Jai Congress! #ThinkTomorrowThinkTharoor https://t.co/SnGJkyU6GF",15333,1492
2022-10-17 09:23:23+00:00,"Thanks ⁦@laxmanragho⁩ Laxman Singh ji for your great work in keeping our flag flying in Madhya Pradesh! 

#ThinkTomorrowThinkTharoor 
#ChooseChangeChooseCongress https://t.co/zPLqeD4AVg",1396,100
2022-10-17 06:56:00+00:00,"This is amazingly generous and also very clever! Thanks @katie_abraham !
#ThinkTomorrowThinkTharoor  #ChooseChangeChooseCongress",426,43
