date,Content,Likes,Retweet
2022-03-22 04:12:19+00:00,They were just waiting for the elections to be over.,4683,548
2022-03-21 14:06:34+00:00,https://t.co/AtRvwmMdxt,1989,152
2022-03-20 19:38:00+00:00,"Delighted to launch “Collective Conscience”, a book by artist ⁦@deepanath40⁩, at the Thiruvananthapuram PressClub &amp; to engage in conversation w/her on her work for orphans &amp;destitute children. ⁦@SobhaViswanath⁩ of ⁦@WeaversVillage⁩ presided &amp;gave me this jacket! https://t.co/tBkcPIhJr4",257,23
2022-03-20 19:33:24+00:00,Inaugurated an event to donate books from the personal collection of late former Speaker G.Karthikeyan to the library run by the District Congress Committee.  It’s a great initiative by @incKerala to provide a public service on party premises. Thanks to son ⁦@KSSabari1983⁩ https://t.co/JSHgxjnIWc,286,26
2022-03-20 19:28:57+00:00,Hijab Ban: @shajahanmad’s furious critique of The Marriage of Convenience Between Zealotry and Judicial Illogic https://t.co/FFxt20wR8h via @thewire_in,284,45
2022-03-20 15:51:27+00:00,Great football news — Kerala Blasters leading 1-0 at extra time! Oops — it’s 1-1 now. My plane is taxiing for takeoff to Delhi so I will be in suspense for three hours,1079,53
2022-03-20 15:45:19+00:00,@HusnaPervez I was too cryptic. I should have said: I don’t know this word because it doesn’t exist!,17,3
2022-03-20 15:44:35+00:00,Inaugurated an event to donate books from the personal collection of late former Speaker G.Karthikeyan to the library run by the District Congress Committee.  It’s a great initiative by @incKerala to provide a public service on party premises. Thanks to son @KSSabari1983 https://t.co/DH99lDN6Cz,300,29
2022-03-20 15:28:36+00:00,"Addressed a hugely well-attended public reception for the new Latin Catholic Metropolitan of Thiruvananthapuram, Archbishop Thomas J Netto. I spoke of his “double role” as spiritual &amp; social leader, following in the footsteps of his distinguished predecessor Archbishop SusaPakiam https://t.co/pxddgSPhuZ",231,22
2022-03-20 15:23:41+00:00,Two young Thiruvananthapuram couples got married and I made it to both receptions before rushing to the airport to return to parliament in Delhi. Wonderful to see their happiness &amp; to give them my blessings with the mask down! https://t.co/oUSXVVzyrA,1098,53
2022-03-20 10:33:30+00:00,With Thiruvananthapuram Zilla Panchayat president Suresh Kumar of the CPI-M. We discussed the major development challenges facing the district. https://t.co/2doVJnlqEo,1083,50
2022-03-20 09:24:21+00:00,@HusnaPervez I don’t!,507,9
2022-03-20 08:43:04+00:00,"Pleased to have received nearly two hundred constituents over the weekend &amp; listened to their concerns, grievances &amp; requests. Will follow up on all petitions received. https://t.co/ZPf9xjCpfE",803,43
2022-03-20 02:18:47+00:00,@AdvJebiMather,11,1
2022-03-20 01:29:52+00:00,"How the world of Tintin (&amp; the words of captain Haddock) expanded my family’s vocabulary, thanks to Hergé’s idea of using “irrelevant insults” as if they constituted colourful expletives: https://t.co/ffJqatXaFS",494,64
2022-03-20 01:26:12+00:00,@AnuvabPal @BDUTT By just looking at possible words with the letters left over. That’s how the game works Anuvab.,10,0
2022-03-20 01:22:42+00:00,"#Ukraine &amp; Russia account for nearly 30% of the world’s wheat, 17% of corn and over half of sunflower seed oil exports. These have been drastically reduced by war. Worse, @FAO estimates that 20-30% of this year’s crop won’t be planted because of war. A global food crisis looms.",3354,478
2022-03-19 13:16:52+00:00,"Sections of the vast audience at the consecration of Bishop Netto today in Vettucaud, Thiruvananthapuram https://t.co/ARTxYZSRoq",642,60
2022-03-19 13:08:42+00:00,The outgoing and incoming prelates of Thiruvananthapuram https://t.co/Fijh6nZ8aq,601,35
2022-03-19 13:06:57+00:00,"Honoured to be present at the magnificent consecration ceremony of the new Latin Catholic Metropolitan of Thiruvananthapuram, Bishop Thomas J. Netto, in coastal Vettucaud this evening. Archbishop Sousa Pakiam, whose distinguished service he will follow,  presided. https://t.co/ozcSPc2Edt",418,36
2022-03-19 12:14:07+00:00,"Delighted to receive a visit from the Kerala Students’Union Law College office bearers &amp;members who have been upholding the banner of democracy. L-R: 
SoumyaRajagopal, SafnaYacoob,
AnuPhilipMathew, Aparna Prasannan, AmjadMuhammed @imdaivam, AmalRaj, SonaS,
MekhaSuresh(vice-chair) https://t.co/v9CvpLPOZZ",402,44
2022-03-19 08:47:12+00:00,"Pleased to receive a copy of the Punch Anthology of New Writing from one of the two Thiruvananthapuram authors to feature in it, Ms Anila SK. The multi-talented Anila has worked for the ⁦@UN⁩ in SriLanka&amp; ⁦@WFP⁩ in Rome but is based here now to look after her parents. https://t.co/YBMLro0VTd",792,51
2022-03-19 07:29:51+00:00,"As the Left Front government in Kerala announces its intention to welcome foreign universities into the state (something I had proposed in the UDF manifesto during the 2019 elections, &amp; been attacked by the LDF for!), @rejitweets reflects: https://t.co/32YcBrUe07",197,38
2022-03-19 06:19:52+00:00,"This post largely has it right: Kashmiri Pandits suffered terribly. We must stand up for their rights. But demonising Kashmiri Muslims doesn't help the Pandits either. Hatred divides &amp; kills. Kashmiris need justice. All need to be heard, helped &amp; healed.
https://t.co/iui4BX7IcJ",7969,950
2022-03-19 05:45:23+00:00,"I find it astonishing that Indian newspapers(every one that I’ve seen)have reported the #WorldHappinessReport without a word about India slipping to 136th, below every one of our South Asian neighbours and just ten places ahead of Afghanistan. A pathetic example of “free media”. https://t.co/SYELbKpYWG",8168,1501
2022-03-19 03:02:00+00:00,It used to be said that British fears of Tsarist Russia could be dispelled by one look at a large-scale map. It’s easier here: all you need is second-grade mathematics to figure out the probabilities. It’s embarrassing that 80% claims to fear 14%.,5375,660
2022-03-18 18:25:32+00:00,Congratulations @jebimather on your nomination by @incIndia as Rajya Sabha candidate from Kerala. The young have risen!!,565,54
2022-03-18 11:40:56+00:00,"This is so silly. The one thing one expects from educated administrators &amp; regulators is a capacity to think, and application of mind, rather than mindless application of rules.",316,43
2022-03-18 10:24:55+00:00,A lively tribute to #Holi from @UNESCO &amp; @netflix: https://t.co/05OKiZuF7t,198,23
2022-03-18 10:08:02+00:00,https://t.co/s5ShIHxlrV,85951,11583
2022-03-18 09:54:49+00:00,Delighted to receive a copy of @bdutt’s #ToHellAndBack. I’m looking forward to reading it. Barkha re-branded journalism w/her intrepid forays into the heart of darkness during the #Covid #pandemic. Her courageous reporting placed human suffering in vivid perspective. Must read! https://t.co/STDit97E4H,1104,50
2022-03-18 04:48:38+00:00,A beautiful &amp; moving video doing the rounds. #HappyHoli! https://t.co/ZqG6GXWn9o,28771,5385
2022-03-18 02:20:04+00:00,#HappyHoli https://t.co/1Va8h21M04,1943,88
2022-03-17 18:37:53+00:00,"Holi colours for unholy readers! Thanks, @HarmonickaMaini, for reminding us that the black-and-white of print evokes a myriad colours in the minds of those who allow books to prise their minds open.",224,25
2022-03-17 18:26:26+00:00,Fascinating story! Explanations anyone?,241,22
2022-03-17 15:32:36+00:00,"Very valid point, @kartipc. Gig workers are underpaid &amp; overworked, and endure very difficult work conditions. Good you raised this in Parliament.",789,117
2022-03-17 14:41:06+00:00,Happy Holi! https://t.co/Lecun13wuh,4172,193
2022-03-17 13:02:28+00:00,Wishing @mathrubhumi &amp; my friend @shreyamskumarmv warmest congratulations on the start of their centenary year! https://t.co/zkYocK2I5c,121,19
2022-03-17 09:17:23+00:00,A short lecture plus a longer interaction today! https://t.co/uyVqUbsj7G,619,56
2022-03-16 15:35:42+00:00,All the best @DhillonVijay,302,31
2022-03-16 11:40:31+00:00,https://t.co/qjZnwEWn2B,2313,157
2022-03-16 07:42:34+00:00,Without comment! https://t.co/LsEGM9EapJ,22227,1658
2022-03-16 07:37:28+00:00,An English-language account of the brawl: https://t.co/SAGockbfUz,146,31
2022-03-16 07:34:47+00:00,Shocking &amp; disgraceful to see violence &amp; assault on a woman taking place in Thiruvananthapuram Law College! The victim is unit president of @nsui affiliate Kerala Students'Union. (KSU).https://t.co/x4GVeHFGUF Political disagreements can't be settled by violence. Police must act!,417,81
2022-03-16 03:07:24+00:00,"Superb piece by @mihira_sood expresses my own view perfectly: the hijab issue is one of individual choice &amp; not of collective faith, &amp; “because the Karnataka HC asked itself the wrong questions, it arrived at the wrong decision.” Girls’ dignity &amp; education needlessly jeopardised.",652,125
2022-03-15 11:06:15+00:00,Attention: some of our Hindi-speaking brethren! https://t.co/leuPKkWVFi,24068,1690
2022-03-15 11:05:39+00:00,Indian Railway Service probationers visiting Parliament today spotted me exiting and clamoured for a photograph. Wished them successful careers &amp; urged them to keep Indian rail travellers safe! https://t.co/VueOWaEknF,2122,69
2022-03-14 18:23:55+00:00,"yā-rab vo na samjhe haiñ na samjheñge merī baat 

de aur dil un ko jo na de mujh ko zabāñ aur!

— Mirza Ghalib",5013,437
2022-03-14 17:10:15+00:00,Belated acknowledgement of this wonderful &amp; very special gesture! Thanks to all the accomplished young people who did this!,250,27
2022-03-14 17:07:55+00:00,My lecture was on the contemporary relevance of the Mahabharata as I understood it &amp; employed it in #TheGreatIndianNovel. Delighted to have a full &amp; attentive house at the @sahityaakademi,153,25
2022-03-14 16:27:08+00:00,Honoured to be asked by @loksabhaspeaker @ombirlakota to join him and Rajya Sabha Deputy Chairman Harivansh on talks with the Austrian parliamentary delegation today,533,44
2022-03-14 06:30:21+00:00,How Stateless Rohingya Struggle To Find Livelihood &amp; Assistance In India https://t.co/PQwpEyJNI4 via @IndiaSpend,385,82
2022-03-14 06:26:53+00:00,"Sorry that should be “AS Parliament’s Budget session resumes”, not “at”. More typos!!",231,15
2022-03-14 06:23:45+00:00,"My question on #tourism at Parliament’s Budget session resumes today asked what the government is doing to support those Indians who provide services to tourists, using financially-strapped bus operators as an example.  Here it is with ⁦Minister @gkishanreddy⁩’s reply https://t.co/zcHPMzhaqF",597,80
2022-03-14 06:17:34+00:00,Parliamentary camaraderie: many @incIndia MPs came up to Bhagwant Mann to congratulate him on his election victory&amp; appointment as CM of Punjab. I had the pleasure of sharing his joy after five years of being seated in the same bench in the Lok Sabha in the previous term. https://t.co/AD3TfinFzc,11562,646
2022-03-13 18:14:56+00:00,"A terrific discussion on the Indian Princes in the colonial era, sparked of by @unampillai's new book ""False Allies"" and ably steered by @IraMukhoty... @JaipurLitFest",142,15
2022-03-13 18:13:46+00:00,Thank you @bibliotherapy42!!,174,13
2022-03-13 18:11:39+00:00,"It was a great pleasure to honour an outstanding translator from Bangla. My childhood attempt to read literature from various Indian languages was blighted by appalling translations. Today we have excellent translations into English of great works from various ""vernaculars"". 👋",155,20
2022-03-13 18:07:49+00:00,Have just tweeted to @dpradhanbjp -- seemed faster than writing a letter (which will follow).,120,37
2022-03-13 18:07:00+00:00,This makes perfect sense. Hope @dpradhanbjp will look into the students' demands urgently &amp; sympathetically.,154,47
2022-03-13 11:36:17+00:00,This is why @incindia remains by far the most credible of the national opposition parties. It’s also why it’s worth reforming &amp; reviving. https://t.co/cayCaCHjvd,15705,2525
2022-03-13 11:31:53+00:00,Good to wish you in person @Kshitij_Dau — have a great year ahead!,267,20
2022-03-12 18:30:16+00:00,"Happy birthday Samu! Hope you will start reading soon, in addition to watching videos!",338,21
2022-03-12 18:25:26+00:00,"@shalluchandla @sanjaynirupam @PChidambaram_IN @ghulamnazad @KapilSibal @KartiPC You can only campaign when &amp; where you are asked to by the party. I was asked to campaign in Goa &amp; in UP's Noida, both of which i did with gusto. The party did not require me elsewhere..",167,26
2022-03-12 18:22:52+00:00,A pleasure to be interrogated by @virsanghvi. He always brings out the best in me! @JaipurLitFest,367,26
2022-03-12 07:31:18+00:00,My weekend column in @mathrubhumieng tries to set out a positive agenda for @INCIndia in the wake of the rout in the recent Assembly elections: https://t.co/e0Dd2foruh,951,129
2022-03-12 07:28:29+00:00,"Coming up at @JaipurLitFest today, my 2pm session with @unamPillai on India's princes during the Raj; launching adman Piyush Pandey's new book at 4pm, &amp; my 4.40pm session with @virsanghvi on #TheEssentialShashiTharoor!",165,35
2022-03-12 07:25:42+00:00,Honoured Fellows of ⁦@RajAIPC⁩ who had volunteered to serve in the Uttarakhand election campaign &amp; helped prepare the @incIndia manifesto there. Also expressed collective support for the organ domination campaign helmed by @progCong’s ⁦@rajivarorajpr⁩ https://t.co/VWK08xYlcj,325,58
2022-03-12 07:23:19+00:00,"Addressed a ⁦@ProfCong⁩  gathering hosted by ⁦@AipcRajasthan⁩ president ⁦@KumariRukshmani⁩. Joined ⁦@ArvindMayaram⁩ in discussing the insecurities faced by today’s youth in an era of rising unemployment, poor levels of skilling &amp; rapid technological change https://t.co/bLM1IwMZ1z",428,44
2022-03-12 07:18:09+00:00,"With authors, publishers &amp; friends at #JLF yesterday. Actor-author ⁦@Neenagupta001⁩, ⁦@UnamPillai⁩, ⁦@SanjoyRoyTWA⁩, poet ArundhatiSubramaniam, ⁦@AalimJaveri⁩, ⁦@kitabwali⁩ &amp;others.  Turning the festival from virtual to real has helped renew contacts https://t.co/Fou5tVILct",220,29
2022-03-12 07:11:43+00:00,"This panel allows visitors to photograph themselves amidst ⁦@JoeBiden⁩, @zelenskyyUa, Vladimir Putin, Arundhati Roy &amp; me. I availed of the opportunity! https://t.co/N99KrDnK2L",902,65
2022-03-12 07:09:17+00:00,The @timesofindia was there! https://t.co/Gxp2QQGhYZ,573,45
2022-03-12 07:05:59+00:00,Amazing turnout for my conversation on the East India Company era with ⁦@DalrympleWill⁩ whose four books spanning the period 1600-1858 have been re-released as #TheCompanyQuartet. The crowd &amp; the audience enthusiasm were gratifying. https://t.co/Gu6ZS7MMG1,455,35
2022-03-12 07:03:42+00:00,"At the ⁦@JaipurLitFest⁩ yesterday, met Nigerian novelist ⁦⁦@onyeka_nwelue⁩, who defines the art of being colourful while attired in the simplest white! An impressive turnout here after two years of going virtual thanks to the #pandemic. Masks not required any more! https://t.co/OjaImdN4JM",360,36
2022-03-11 07:54:55+00:00,"@AamAadmiParty Congratulations to @BJP4India on their outstanding performance yesterday. @INCIndia will yet prove a worthy adversary. As my colleague @AalimJaveri put it, we have lost but are not defeated. Our convictions, values &amp; the spirit of our legacy are deeply rooted &amp; will prevail.",2459,145
2022-03-11 05:20:04+00:00,"Congratulations to @AamAadmiParty &amp;my erstwhile Lok Sabha benchmate BhagwantSingh Mann on their resounding victory in Punjab. Two pulmonologists &amp;four eye surgeons among 13 doctors who are now AAP MLAs, the highest ever. Let’s wish them luck implementing their own prescriptions!",16143,1390
2022-03-10 13:36:42+00:00,"2/2 And to reform our organisational leadership in a manner that will reignite those ideas and inspire the people.

One thing is clear - Change is unavoidable if we need to succeed.",7890,688
2022-03-10 13:35:15+00:00,"1/2 All of us who believe in @INCIndia are hurting from the results of the recent assembly elections. 

It is time to reaffirm the idea of India that the Congress has stood for and the positive agenda it offers the nation — and (contd)",10677,986
2022-03-10 05:34:18+00:00,thanks @abhishekattuti! Keep reading!,124,14
2022-03-10 05:33:22+00:00,Thanks @GauravArya008!,53,7
2022-03-10 05:32:36+00:00,Thank you @Drsaianamika !,58,7
2022-03-10 05:31:12+00:00,Thanks @vijaydarda ji! Honoured to have these generous words from you.,42,8
2022-03-10 05:29:37+00:00,Thanks @AV_JASWAL !Great to speak to you too,59,17
2022-03-10 05:29:12+00:00,Thanks @GoldyDS_Dhuri,55,9
2022-03-10 05:28:48+00:00,Dhanyavad @brajeshabpnews!,219,20
2022-03-10 05:27:44+00:00,Thanks @Dalvi_INC!,42,7
2022-03-10 05:15:41+00:00,Thank you @_Navanita for this amazing and musing birthday video! Truly touched: https://t.co/aaWYWhmb6A,75,11
2022-03-10 05:07:37+00:00,Thanks Manish @ChatrathM !,53,4
2022-03-10 05:07:00+00:00,Thank you @KDanishAli!,40,4
2022-03-10 05:06:39+00:00,Thank you @AijazDhebar!,52,6
2022-03-10 05:06:14+00:00,Thank you @KomatireddyKVR!,32,4
2022-03-10 05:05:19+00:00,धन्यवाद @drkaransyadav !,51,8
2022-03-10 05:04:44+00:00,Thank you @danielocarmon for the kind wishes!,76,6
2022-03-10 05:03:39+00:00,"@KasthuriShankar ""Unfortunate"" in my case! We must make amends. Thanks for the good wishes!",137,4
2022-03-10 05:01:44+00:00,धन्यवाद @ShakuntalaSahu0 !,150,8
2022-03-10 04:59:21+00:00,Thanks for your wishes @FarahKhanAli!,44,5
2022-03-10 04:58:39+00:00,Thanks @Dr_Ajay_Singh! Great to hear from you.,82,4
2022-03-10 04:56:30+00:00,Thank you @DrMungekar!,81,8
2022-03-10 04:27:12+00:00,Thanks @MATTSMATTS ! Keep up the good fight!,66,7
2022-03-10 04:23:25+00:00,Thanks @ca_uves! Good of you to wish me in person as well.,69,7
2022-03-10 04:22:22+00:00,Thanks for the generous wishes @amitabhmattoo !,63,8
2022-03-10 04:21:18+00:00,"Never too late for a kind thought , my dear friend @MPAbdulKhaleque !",121,8
2022-03-10 04:18:41+00:00,@div9366 @vishwajeetkadam Happy birthday to you!,3,0
2022-03-10 04:17:31+00:00,Thanks @INCTharoorian__ ! Good to see you back!,151,14
2022-03-10 04:16:21+00:00,Thanks @DwivediSurbhi! Keep up the good fight for #InclusiveIndia!,107,12
2022-03-10 04:02:27+00:00,Thank you dear friend @TS_SinghDeo. Always good to hear from you!,128,10
2022-03-10 03:59:01+00:00,Thanks @PradyotManikya for the call and your good wishes! Great to catch up and all the best!,160,19
2022-03-10 01:50:09+00:00,"Sorry @GautamGambhir for my #covfefe moment. I meant to type “not time to raise my bat yet” but maybe, after this typo, it is!!",1073,28
2022-03-09 18:33:28+00:00,Thanks @bhupendrachaube!,111,9
2022-03-09 18:32:58+00:00,Thanks @MoghaluKingsley!,82,9
2022-03-09 18:32:24+00:00,"Thanks, team!",121,19
2022-03-09 18:30:02+00:00,thank you @vishwajeetkadam !,116,13
2022-03-09 18:29:37+00:00,"My take on India's foreign policy dilemma as the Ukraine war sees it dancing on a wobbly tightrope:
https://t.co/lzI5seJL7p",237,33
2022-03-09 18:18:29+00:00,Thanks @SalmanNizami_!,180,18
2022-03-09 17:19:39+00:00,Thanks @Asifbhamlaa !,133,18
2022-03-09 17:06:12+00:00,Thank you @bhupeshbaghel for your kind call of birthday greetings. It's a pleasure to serve with leaders like you working for the betterment of our nation.,457,30
2022-03-09 17:02:58+00:00,Thank you @ashokgehlot51 for your kind call to wish me on my birthday. It's a privilege to serve with leaders like you working for the betterment of our nation.,836,45
2022-03-09 16:55:00+00:00,Thank you @AshokChavanINC!,179,19
2022-03-09 16:53:20+00:00,Thank you Ramesh-bhai @chennithala! Good to be with you in Thiruvananthapuram recently.,105,14
2022-03-09 15:46:35+00:00,Thank you @ArchanaDalmia !,172,16
2022-03-09 15:45:17+00:00,"Happy birthday @MPNaveenJindal! A friend &amp; colleague in parliament, a visionary who founded @JindalGlobalUNI &amp; supported it to reach great heights, a fighter for the right to use the Flag &amp; an industrialist of excellence. Many happy returns of this day to you, Naveen!",221,25
2022-03-09 15:43:25+00:00,"Warm birthday wishes to Dr Karan Singh ji whom I've looked up to as an elder statesman in politics. I have had the privilege (&amp; unalloyed pleasure) of serving with him in parliament's External Affairs Committee. His knowledge, wisdom &amp;grace are rare qualities. Many happy returns!",387,31
2022-03-09 15:28:39+00:00,"Thanks, team!",157,15
2022-03-09 15:28:18+00:00,Thank you @Oommen_Chandy ji. Always a pleasure to serve with you for the causes of our great state and nation.,95,9
2022-03-09 15:27:39+00:00,Thanks @IAmDeeptiSingh!,146,10
2022-03-09 15:27:05+00:00,Thanks @rajivarorajpr ! Great working with you,67,10
2022-03-09 15:26:28+00:00,Thank you @drjgeetareddy. Great speaking to you as well!,107,13
2022-03-09 12:55:05+00:00,Thanks @JayasreeVijayan !,229,26
2022-03-09 12:46:30+00:00,Thank you @loksabhaspeaker @ombirlakota ji. Looking forward to seeing you in action when Parliament resumes next week!,231,19
2022-03-09 11:50:19+00:00,"धन्यवाद
 @chandanjnu!",217,14
2022-03-09 11:49:03+00:00,Thanks @Tinni_Aphrodite !,97,16
2022-03-09 11:48:23+00:00,Thanks @KTRTRS for your kind call of greetings &amp; birthday wishes today! Much appreciated.,451,22
2022-03-09 11:47:54+00:00,"Thanks @GautamGambhir! otime to raaise my bat yet, though!",1445,44
2022-03-09 11:08:19+00:00,Thanks @DalrympleWill! Looking forward too!,215,10
2022-03-09 11:07:09+00:00,"Thanks so much to the hundreds of friends &amp; well-wishers who have reached out, for thinking of me today and for your good wishes. Your kindness and affection will sustain me through the year! 
Please forgive my inability to thank each of you personally, except in my heart.",1916,77
2022-03-09 10:49:37+00:00,Thanks so much @Jyoteekhaitan21 !,362,17
2022-03-09 10:37:32+00:00,Surprised and touched to receive a telephone call from Home Minister @AmitShah wishing me on my birthday. There must be something special about turning 66! Most grateful for the kind words.,39146,1548
2022-03-09 10:35:03+00:00,Sincere thanks to @KeralaGovernor @arifmohammadk Khan Sahib for calling with good wishes this morning. Touched by this thoughtful gesture.,372,18
2022-03-09 10:33:57+00:00,"Thanks, team!",137,12
2022-03-09 10:33:31+00:00,Thanks @mitachakraborti !,146,10
2022-03-09 10:32:32+00:00,Thanks @SupriyaShrinate ! You are are a wonderful wielder of powerful words yourself!,182,14
2022-03-09 10:31:47+00:00,Thanks @bainjal. I read you avidly and am happy to have your wishes.,147,12
2022-03-09 10:31:20+00:00,Thanks @NeerajDangiINC,99,9
2022-03-09 10:30:58+00:00,"Thanks, team!",68,5
2022-03-09 10:30:40+00:00,Thanks @SreedharBevara !,59,6
2022-03-09 10:29:23+00:00,Touched to receive these thoughtful greetings from ⁦@narendramodi⁩ ji. He is always gracious in making these gestures of courtesy &amp; kindness. 🙏 https://t.co/rdueFugZbN,26146,1171
2022-03-09 10:27:48+00:00,Honoured to receive good wishes from ⁦@rashtrapatibhvn⁩. My thanks to President Kovind for his exemplary adornment of the nation’s highest office. https://t.co/X36TMHG2jb,1165,47
2022-03-09 10:26:29+00:00,Thank you @kolhe_amol for your good wishes.,131,8
2022-03-09 10:22:32+00:00,Thank you @awpi_chawngthu for your good wishes.,102,13
2022-03-09 10:21:29+00:00,Thank you @ShayariImran for your good wishes.,199,15
2022-03-09 10:20:59+00:00,Thank you @AcharyaPramodK for your good wishes.,107,7
2022-03-09 10:20:23+00:00,Thank you @priyankac19 for your good wishes!,156,9
2022-03-09 10:19:19+00:00,Thank you @irfhabib  ji for your good wishes.,95,9
2022-03-09 10:11:17+00:00,Thank you @MKumaramangalam for your good wishes!,104,11
2022-03-09 10:07:34+00:00,Thank you @vishalCINC for your good wishes.,133,17
2022-03-09 10:07:05+00:00,Thank you @NakulKNath for your good wishes.,88,10
2022-03-09 10:06:35+00:00,Thank you @DrArchanaINC for your good wishes.,81,7
2022-03-09 10:04:29+00:00,Thank you @RamkishanO for your good wishes.,95,10
2022-03-09 10:02:09+00:00,Thank you @JaiveerShergill for your good wishes!,86,10
2022-03-09 10:01:38+00:00,"Thanks, team, for your good wishes!",99,12
2022-03-09 10:01:10+00:00,Thank you @Pawankhera for your good wishes!,111,10
2022-03-09 10:00:37+00:00,Thank you @bb_thorat ji for your good wishes.,115,9
2022-03-08 11:16:43+00:00,A brief report about my appearance today &amp; remarks at ⁦@NewIndianXpress’ #ThinkEdu2022 conclave: https://t.co/2jaYOgrIw9,152,35
2022-03-08 04:07:24+00:00,https://t.co/qNJb7wSpRd,351,36
2022-03-08 04:06:06+00:00,#InternationalWomensDay https://t.co/cQ3hiWZsFB,518,35
2022-03-07 13:24:39+00:00,Happy birthday @ghulamnazad! May this prove to be the start of a special year ahead for you. Many happy returns of the day!,651,39
2022-03-07 13:22:03+00:00,"Now that our students are coming back from Ukraine, it’s essential that we don’t consign them to limbo at home. GoI needs to make special arrangements for them to continue their medical studies in Indian institutions. There’s no point rescuing them only to wreck their futures.",8452,1040
2022-03-07 13:17:13+00:00,"Enjoyed catching up with some of @inckerala’s Young Turks, ⁦@vdsatheesan⁩, ⁦@VTBALRAM⁩, ⁦@shafiparambil, ⁦@vsjoy⁩ &amp; ⁦@AdvJebiMather⁩. The young leadership represents great hope for the party. Haven’t yet seen the results of VT’s attempted selfie! https://t.co/4iJaVHhjqO",244,35
2022-03-07 13:08:19+00:00,Honoured to be the only outsider in the room when ⁦@iumlofficial⁩ national president Khader Mohideen announced that Syed SadiqAli ShihabThangal would succeed the later HyderAli as President of the KeralaState unit. Delighted to congratulate him&amp; wish him success in thejob. https://t.co/mwTZTYyHy4,237,36
2022-03-06 20:12:56+00:00,"After a seven &amp; a half hour drive from Thiruvananthapuram, arrived at the home of Hyder Ali ShihabThangal in Panakkad,  Malappuram district, to pay my respects before the funeral tonight. Was able to condole his sons &amp; other relatives. Huge crowds of mourners thronged the area. https://t.co/BM1m8CmOS1",896,55
2022-03-06 19:35:43+00:00,@jameelsjam @shreya_katariya Happy birthday! Have a great one!,43,3
2022-03-06 10:57:19+00:00,"The rise of illiberal nationalism is a global phenomenon. In India, in the name of authenticity, we risk losing our decency: https://t.co/tIrEvvyI42",1385,197
2022-03-06 10:55:36+00:00,Amazing: this article reads like a review of the key arguments in my book #TheBattleOfBelonging but doesn't mention it at all! https://t.co/8I4uvcHdXI,219,41
2022-03-06 08:09:40+00:00,"Mourning the passing of Panakkad Sayed Hyderali Shihab Thangal, Kerala President of the IndianUnion MuslimLeague,  President of the DarulHuda IslamicAcademy, &amp;VicePresident of SamasthaKerala Jamiyyathul Ulama. A diminutive giant of Kerala politics. My first&amp;last pix w/him: https://t.co/4JzTvnQ1Wr",462,65
2022-03-06 06:13:18+00:00,"My speech in Muscat, Oman, on 2 March on public health issues, on the occasion of the 20th anniversary of the Badr Al Samaa hospitals: https://t.co/Bb50sEQ4Q1",220,27
2022-03-06 05:58:49+00:00,"Recalling the late G Karthikeyan, former Speaker of the Kerala Assembly, on the seventh anniversary of his passing. A fine man of rectitude &amp; conviction, he was respected across the political spectrum. His legacy is proudly continued by his son, @inckerala’s ⁦@KSSabari1983⁩ https://t.co/Ds2MGpkwx2",252,28
2022-03-06 05:03:15+00:00,🙏,250,23
2022-03-06 05:02:08+00:00,"@laxmanragho @INCKerala @chennithala @MMHassanINC @KMuraleedharan_ Welcome, Lakshman bhai!",6,0
2022-03-06 04:58:11+00:00,I sympathise with the problem but what's the solution? If exams are not held won't the students lose a year?,735,142
2022-03-06 04:56:47+00:00,"@Ajayvirjakhar Fair enough, but the @UN is built on the principle of ""one state one vote"", not on population.",131,4
2022-03-06 02:00:56+00:00,"“Now you will not swell the rout
Of lads that wore their honours out,
Runners whom renown outran
And the name died before the man”. 
~ A. E. Housman, “To an Athlete Dying Young”. #ShaneWarneRIP",434,33
2022-03-06 01:46:20+00:00,Well done @iimunofficial! Young Indians coming together to serve the world — there’s a model for the future!,228,37
2022-03-05 17:19:44+00:00,"@just_aman_singh Yes, of course. But it shouldn't be necessary; ethics should come with the job, instinctively.",148,9
2022-03-05 15:59:34+00:00,"In this week’s column on words for @khaleejtimes, I look at countries that have changed their names for reasons ranging from decolonisation to political upheaval, from Burkina Faso (formerly UpperVolta) to the newly-coined North Macedonia: https://t.co/jWVkpkU2Tk",204,30
2022-03-05 15:29:37+00:00,On Tuesday! https://t.co/wGVYKkr4Yh,344,34
2022-03-05 14:19:58+00:00,A visitor to the Kolkata Book Fair sent me this picture from the Rupa Bookstall there. Delighted! https://t.co/qrq2e250Kr,764,45
2022-03-05 13:42:12+00:00,"Inaugurated the website &amp;online sales of @inckerala leader Ramesh ⁦@chennithala⁩’s new publishing venture, SreshthaBooks.⁦ @MMHassanINC⁩ presided&amp; ⁦@KMuraleedharan_⁩ unveiled a book on RC’s work in Adivasi villages. Enjoyed renewing my friendship w/his grandson! https://t.co/qWgXPEzwVX",275,41
2022-03-05 02:16:49+00:00,"For all cricket fans, admirers of pure sporting genius, nostalgics &amp; “tragics”, this is an amazing compilation of #ShaneWarne’s greatest hits:",736,91
2022-03-05 01:21:23+00:00,"Sad to note a 23% decline in India’s Democracy rating by the globally-respected @vdeminstitute since 2013: https://t.co/6KxNRCFaY8 The people of India want, &amp; deserve, 
#DemocracyNotAutocracy",4240,1201
